tweet_id,name,timestamp,dog_stage,dog_breed,rating_ratio,retweet_count,favorite_count,text,jpg_url
883482846933004288,Bella,2017-07-08 00:28:19,,Golden Retriever,0.5,8571.0,41408.0,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg
883360690899218434,Grizzwald,2017-07-07 16:22:55,floofer,Chow,1.3,3190.0,20495.0,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg
882992080364220416,Rusty,2017-07-06 15:58:11,,Eskimo Dog,1.3,3348.0,21597.0,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg
882762694511734784,Gus,2017-07-06 00:46:41,pupper,Labrador Retriever,1.2,4238.0,25521.0,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg
882627270321602560,Stanley,2017-07-05 15:48:34,,Pembroke,1.3,5253.0,25332.0,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg
882268110199369728,Alfy,2017-07-04 16:01:23,,Golden Retriever,1.3,10033.0,40424.0,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg
882045870035918850,Koko,2017-07-04 01:18:17,,Golden Retriever,1.3,4216.0,26500.0,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg
881906580714921986,Rey,2017-07-03 16:04:48,,Weimaraner,1.2,2949.0,22050.0,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg
881666595344535552,Gary,2017-07-03 00:11:11,,Saluki,1.3,9255.0,45846.0,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg
880465832366813184,Bella,2017-06-29 16:39:47,,Golden Retriever,1.2,5400.0,25710.0,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg
880221127280381952,Jesse,2017-06-29 00:27:25,,Chihuahua,1.2,3604.0,24387.0,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg
879862464715927552,Romeo,2017-06-28 00:42:13,,Basset,1.3,3025.0,20277.0,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg
879492040517615616,Bailey,2017-06-27 00:10:17,,German Short-Haired Pointer,1.2,2744.0,21294.0,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg
879415818425184262,Duddles,2017-06-26 19:07:24,,English Springer,1.3,38739.0,95604.0,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg
879376492567855104,Jack,2017-06-26 16:31:08,,Labrador Retriever,1.2,2721.0,15266.0,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg
879008229531029506,Beau,2017-06-25 16:07:47,,Vizsla,1.3,2329.0,17229.0,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg
878776093423087618,Snoopy,2017-06-25 00:45:22,puppo,Italian Greyhound,1.3,3569.0,17589.0,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg
878281511006478336,Shadow,2017-06-23 16:00:04,,Basset,1.3,1108.0,6998.0,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg
878057613040115712,Emmy,2017-06-23 01:10:23,,French Bulldog,1.4,5931.0,38158.0,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg
877736472329191424,Aja,2017-06-22 03:54:17,,Chesapeake Bay Retriever,1.3,16423.0,71508.0,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg
877556246731214848,Penny,2017-06-21 15:58:08,,Basset,1.2,3292.0,20535.0,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg
877316821321428993,Dante,2017-06-21 00:06:44,,Saluki,1.3,4523.0,24883.0,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg
877201837425926144,Nelly,2017-06-20 16:29:50,,Pembroke,1.2,4825.0,24550.0,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg
876838120628539392,Ginger,2017-06-19 16:24:33,pupper,Bloodhound,1.2,2902.0,18760.0,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg
876484053909872640,Benedict,2017-06-18 16:57:37,,Golden Retriever,1.3,2065.0,17037.0,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg
876120275196170240,Venti,2017-06-17 16:52:05,,Bernese Mountain Dog,1.3,4051.0,25397.0,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg
875747767867523072,Goose,2017-06-16 16:11:53,,Labrador Retriever,1.3,3728.0,22811.0,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg
875144289856114688,Nugget,2017-06-15 00:13:52,,Siberian Husky,1.3,4271.0,19920.0,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg
874680097055178752,Cash,2017-06-13 17:29:20,,Labrador Retriever,1.2,4054.0,25283.0,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg
874296783580663808,Jed,2017-06-12 16:06:11,pupper,Cocker Spaniel,1.3,3613.0,23697.0,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg
874012996292530176,Sebastian,2017-06-11 21:18:31,puppo,Cardigan,1.3,8904.0,31025.0,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V",https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg
873213775632977920,Sierra,2017-06-09 16:22:42,pupper,Vizsla,1.2,1381.0,6517.0,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ",https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg
872620804844003328,Monkey,2017-06-08 01:06:27,,Cocker Spaniel,1.3,3180.0,18880.0,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... https://t.co/lUcpnZDPz9,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg
872261713294495745,Harry,2017-06-07 01:19:32,,Labrador Retriever,1.3,,,This is Harry. His ears are activated one at a time. Incredibly rare to witness in person. Very special moment here. 13/10 blessed as h*ck https://t.co/ejHvGDfWoa,https://pbs.twimg.com/media/DBrlZk2UQAAfAkd.jpg
872122724285648897,Kody,2017-06-06 16:07:15,,Pug,1.2,7100.0,31168.0,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily get dunked on https://t.co/PKSpmiefwN,https://pbs.twimg.com/media/DBpm-5UXcAUeCru.jpg
871879754684805121,Lassie,2017-06-06 00:01:46,,Shetland Sheepdog,1.3,9585.0,34149.0,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10 https://t.co/uK6PNyeh9w,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg
871762521631449091,Rover,2017-06-05 16:15:56,pupper,Labrador Retriever,1.2,3064.0,18423.0,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10 https://t.co/AiVljI6QCg,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg
871515927908634625,Napolean,2017-06-04 23:56:03,doggo,Komondor,1.2,3044.0,18394.0,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids. 12/10 great doggo https://t.co/PR7B7w1rUw,https://pbs.twimg.com/media/DBg_HT9WAAEeIMM.jpg
871032628920680449,Boomer,2017-06-03 15:55:36,,Kelpie,1.3,3344.0,20743.0,"This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control, mlem for style. 13/10 simply breathtaking https://t.co/noNpY2Laoo",https://pbs.twimg.com/media/DBaHi3YXgAE6knM.jpg
870656317836468226,Cody,2017-06-02 15:00:16,,Pembroke,1.3,2282.0,11201.0,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10

Help Cody here: https://t.co/4hxnDOt1CV https://t.co/42ryYRQ2Q4",https://pbs.twimg.com/media/DBUxSSTXsAA-Jn1.jpg
870374049280663552,Zoey,2017-06-01 20:18:38,,Golden Retriever,1.3,23514.0,76084.0,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10 https://t.co/T1xlgaPujm,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg
870308999962521604,Rumble,2017-06-01 16:00:09,,Greater Swiss Mountain Dog,1.3,3654.0,20030.0,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop without waking https://t.co/MVQCzrF1g9",https://pbs.twimg.com/media/DBP1asiUAAEKZI5.jpg
869772420881756160,Dewey,2017-05-31 04:27:59,,Pembroke,1.3,8971.0,39009.0,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly https://t.co/HciEaJkC4D",https://pbs.twimg.com/media/DBINZcxXgAQ-R6P.jpg
869702957897576449,Stanley,2017-05-30 23:51:58,,Pembroke,1.3,5554.0,25768.0,Meet Stanley. He likes road trips. Will shift for you. One ear more effective than other. 13/10 we don't leave until you buckle pup Stanley https://t.co/vmCu3PFCQq,https://pbs.twimg.com/media/DBHOOfOXoAABKlU.jpg
869596645499047938,Scout,2017-05-30 16:49:31,doggo,Chihuahua,1.2,2731.0,14610.0,This is Scout. He just graduated. Officially a doggo now. Have fun with taxes and losing sight of your ambitions. 12/10 would throw cap for https://t.co/DsA2hwXAJo,https://pbs.twimg.com/media/DBFtiYqWAAAsjj1.jpg
869227993411051520,Gizmo,2017-05-29 16:24:37,,Pembroke,1.3,3322.0,18661.0,This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. 13/10 would boop well https://t.co/IoR3n1fiiQ,https://pbs.twimg.com/media/DBAePiVXcAAqHSR.jpg
868880397819494401,Walter,2017-05-28 17:23:24,,French Bulldog,1.4,12701.0,59698.0,This is Walter. He won't start hydrotherapy without his favorite floatie. 14/10 keep it pup Walter https://t.co/r28jFx9uyF,https://pbs.twimg.com/media/DA7iHL5U0AA1OQo.jpg
868552278524837888,Cooper,2017-05-27 19:39:34,,Whippet,1.2,1815.0,9233.0,"Say hello to Cooper. His expression is the same wet or dry. Absolute 12/10 but Coop desperately requests your help

https://t.co/ZMTE4Mr69f https://t.co/7RyeXTYLNi",https://pbs.twimg.com/media/DA23sCeVoAE3uF0.jpg
867774946302451713,Harold,2017-05-25 16:10:44,,Border Collie,1.3,6474.0,31119.0,Meet Harold.  He's h*ckin cooperative. 13/10 good work Harold https://t.co/ZYg3NZGICa,https://pbs.twimg.com/media/DAr0tDZXUAEMvdu.jpg
867421006826221569,Shikha,2017-05-24 16:44:18,puppo,Eskimo Dog,1.2,2198.0,14739.0,This is Shikha. She just watched you drop a skittle on the ground and still eat it. Could not be less impressed. 12/10 superior puppo https://t.co/XZlZKd73go,https://pbs.twimg.com/media/DAmyy8FXYAIH8Ty.jpg
866686824827068416,Lili,2017-05-22 16:06:55,,Flat-Coated Retriever,1.2,3068.0,17635.0,This is Lili. She can't believe you betrayed her with bath time. Never looking you in the eye again. 12/10 would puppologize profusely https://t.co/9b9J46E86Z,https://pbs.twimg.com/media/DAcXEWuXkAIBDGJ.jpg
866450705531457537,Jamesy,2017-05-22 00:28:40,pupper,French Bulldog,1.3,31357.0,112054.0,"This is Jamesy. He gives a kiss to every other pupper he sees on his walk. 13/10 such passion, much tender https://t.co/wk7TfysWHr",https://pbs.twimg.com/media/DAZAUfBXcAAG_Nn.jpg
866334964761202691,Coco,2017-05-21 16:48:45,,Samoyed,1.2,12662.0,47969.0,This is Coco. At first I thought she was a cloud but clouds don't bork with such passion. 12/10 would hug softly https://t.co/W86h5dgR6c,https://pbs.twimg.com/media/DAXXDQNXgAAoYQH.jpg
865718153858494464,Boomer,2017-05-19 23:57:46,,Golden Retriever,1.3,5014.0,23625.0,"Meet Boomer. He's just checking pup on you. Hopes you had a good day. If not, he hopes he made it better. 13/10 extremely good boy https://t.co/pozUoHLkGg",https://pbs.twimg.com/media/DAOmEZiXYAAcv2S.jpg
865359393868664832,Sammy,2017-05-19 00:12:11,,Chesapeake Bay Retriever,1.3,4447.0,24297.0,This is Sammy. Her tongue ejects without warning sometimes. It's a serious condition. Needs a hefty dose from a BlepiPen. 13/10 https://t.co/g20EmqK7vc,https://pbs.twimg.com/media/DAJfxqGVoAAnvQt.jpg
865006731092295680,Nelly,2017-05-18 00:50:50,,Pembroke,1.3,6899.0,25781.0,This is Nelly. He really hopes you like his Hawaiian shirt. He already tore the tags off. 13/10 h*ck of a puppurchase https://t.co/LbkG5CiM7o,https://pbs.twimg.com/media/DAEfCFXUIAA1uqj.jpg
864279568663928832,Meatball,2017-05-16 00:41:21,,Bull Mastiff,1.2,2682.0,13446.0,This is Meatball. He doing what's known in the industry as a mid-strut mlem. H*ckin fancy boy. 12/10 I'd do anything for Meatball https://t.co/S2HdmFFPck,https://pbs.twimg.com/media/C_6JrWZVwAAHhCD.jpg
864197398364647424,Paisley,2017-05-15 19:14:50,,Golden Retriever,1.3,7867.0,27495.0,This is Paisley. She ate a flower just to prove she could. Savage af. 13/10 would pet so well https://t.co/cPq9fYvkzr,https://pbs.twimg.com/media/C_4-8iPV0AA1Twg.jpg
863553081350529029,Neptune,2017-05-14 00:34:33,,Eskimo Dog,1.3,3756.0,14046.0,This is Neptune. He's a backpup vocalist for the Dixie Chicks. 13/10 (vid by @AmiWinehouse) https://t.co/tordvmaaop,https://pbs.twimg.com/ext_tw_video_thumb/863553036815355904/pu/img/B6Dos-XOD8l82tK7.jpg
863432100342583297,Belle,2017-05-13 16:33:49,,Staffordshire Bullterrier,1.2,4707.0,21953.0,This is Belle. She's never been more pupset. Encountered the worst imaginable type of zone. 12/10 would do anything to cheer pup https://t.co/fGQUzR8w3H,https://pbs.twimg.com/media/C_uG6eAUAAAvMvR.jpg
863062471531167744,Quinn,2017-05-12 16:05:02,,French Bulldog,1.3,2158.0,7760.0,"Say hello to Quinn. She's quite the goofball. Not even a year old. Confirmed 13/10 but she really needs your help 

https://t.co/MOBkQnyHib https://t.co/EsOB4rLEKt",https://pbs.twimg.com/media/C_o2vKCUwAAgtOp.jpg
862831371563274240,Zooey,2017-05-12 00:46:44,,Australian Terrier,1.3,4607.0,17682.0,"This is Zooey. She's the world's biggest fan of illiterate delivery people. 13/10 not your fault they don't listen, Zooey https://t.co/ixOFQ1tfqE",https://pbs.twimg.com/media/C_lkieeVwAAm0L4.jpg
862722525377298433,Dave,2017-05-11 17:34:13,,Basset,1.1,3193.0,15777.0,"This is Dave. He passed the h*ck out. It's barely the afternoon on a Thursday, Dave. Get it together. Still 11/10 would boop mid-snooze https://t.co/Eme9Uar6v2",https://pbs.twimg.com/media/C_kBjuUUIAArs2-.jpg
861383897657036800,Hobbes,2017-05-08 00:54:59,,Cardigan,1.3,9621.0,33262.0,This is Hobbes. He's never seen bubbles before. 13/10 deep breaths buddy https://t.co/QFRlbZw4Z1,https://pbs.twimg.com/media/C_RAFTxUAAAbXjV.jpg
861005113778896900,Burt,2017-05-06 23:49:50,,German Shepherd,1.2,3445.0,15438.0,This is Burt. He thinks your thesis statement is comically underdeveloped. 12/10 intellectual af https://t.co/jH6EN9cEn6,https://pbs.twimg.com/media/C_LnlF5VoAEsL1K.jpg
